profile,record_type,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values
anthro_7-0-0,acquisition,Acquisition Information,Approval,Approval,approvalGroupList > approvalGroup,approvalGroup,string,n,n,y,vocabulary: deaccessionapprovalgroup,""
anthro_7-0-0,acquisition,Acquisition Information,Approval,Approval individual,approvalGroupList > approvalGroup,approvalIndividual,string,n,n,y,authority: person/local,""
anthro_7-0-0,acquisition,Acquisition Information,Approval,Approval status,approvalGroupList > approvalGroup,approvalStatus,string,n,n,y,vocabulary: deaccessionapprovalstatus,""
anthro_7-0-0,acquisition,Acquisition Information,Approval,Approval status date,approvalGroupList > approvalGroup,approvalDate,date,n,n,y,"",""
anthro_7-0-0,acquisition,Acquisition Information,Approval,Approval note,approvalGroupList > approvalGroup,approvalNote,string,n,n,y,"",""
anthro_7-0-0,acquisition,Acquisition Information,"",Note,"",acquisitionNote,string,n,n,n/a,"",""
anthro_7-0-0,acquisition,Acquisition Information,"",Provisos,"",acquisitionProvisos,string,n,n,n/a,"",""
anthro_7-0-0,acquisition,Acquisition Information,Funding,Funding currency,acquisitionFundingList > acquisitionFunding,acquisitionFundingCurrency,string,n,n,y,vocabulary: currency,""
anthro_7-0-0,acquisition,Acquisition Information,Funding,Funding value,acquisitionFundingList > acquisitionFunding,acquisitionFundingValue,float,n,n,y,"",""
anthro_7-0-0,acquisition,Acquisition Information,Funding,Funding source,acquisitionFundingList > acquisitionFunding,acquisitionFundingSource,string,n,n,y,authority: person/local; authority: organization/local,""
anthro_7-0-0,acquisition,Acquisition Information,Funding,Funding source provisos,acquisitionFundingList > acquisitionFunding,acquisitionFundingSourceProvisos,string,n,n,y,"",""
anthro_7-0-0,acquisition,Acquisition Information,"",Credit line,"",creditLine,string,n,n,n/a,"",""
anthro_7-0-0,acquisition,Object Collection Information,"",Field collection event name,fieldCollectionEventNames,fieldCollectionEventName,string,n,y,n,"",""
anthro_7-0-0,citation,Citation Information,Term,Term display name,citationTermGroupList > citationTermGroup,termDisplayName,string,y,n,y,"",""
anthro_7-0-0,citation,Citation Information,Term,Term status,citationTermGroupList > citationTermGroup,termStatus,string,n,n,y,option list: citationTermStatuses,"accepted, provisional, rejected, under review"
anthro_7-0-0,citation,Citation Information,Term,Term type,citationTermGroupList > citationTermGroup,termType,string,n,n,y,vocabulary: citationtermtype,""
anthro_7-0-0,citation,Citation Information,Term,Term flag,citationTermGroupList > citationTermGroup,termFlag,string,n,n,y,vocabulary: citationtermflag,""
anthro_7-0-0,citation,Citation Information,Term,Term language,citationTermGroupList > citationTermGroup,termLanguage,string,n,n,y,vocabulary: languages,""
anthro_7-0-0,citation,Citation Information,Term,Term preferred for lang,citationTermGroupList > citationTermGroup,termPrefForLang,boolean,n,n,y,"",""
anthro_7-0-0,citation,Citation Information,Term,Term full citation,citationTermGroupList > citationTermGroup,termFullCitation,string,n,n,y,"",""
anthro_7-0-0,citation,Citation Information,Term,Term title,citationTermGroupList > citationTermGroup,termTitle,string,n,n,y,"",""
anthro_7-0-0,citation,Citation Information,Term,Term subtitle,citationTermGroupList > citationTermGroup,termSubTitle,string,n,n,y,"",""
anthro_7-0-0,citation,Citation Information,Term,Term section title,citationTermGroupList > citationTermGroup,termSectionTitle,string,n,n,y,"",""
anthro_7-0-0,citation,Citation Information,Term,Term volume,citationTermGroupList > citationTermGroup,termVolume,string,n,n,y,"",""
anthro_7-0-0,citation,Citation Information,Term,Term issue,citationTermGroupList > citationTermGroup,termIssue,string,n,n,y,"",""
anthro_7-0-0,citation,Citation Information,Term > Source,Term source name,citationTermGroupList > citationTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,""
anthro_7-0-0,citation,Citation Information,Term > Source,Term source detail,citationTermGroupList > citationTermGroup,termSourceDetail,string,n,n,y,"",""
anthro_7-0-0,citation,Citation Information,Term > Source,Term source ID,citationTermGroupList > citationTermGroup,termSourceID,string,n,n,y,"",""
anthro_7-0-0,citation,Citation Information,Term > Source,Term source note,citationTermGroupList > citationTermGroup,termSourceNote,string,n,n,y,"",""
anthro_7-0-0,citation,Citation Information,Publication,Publisher,citationPublicationInfoGroupList > citationPublicationInfoGroup,publisher,string,n,n,y,authority: organization/local,""
anthro_7-0-0,citation,Citation Information,Publication,Publication place,citationPublicationInfoGroupList > citationPublicationInfoGroup,publicationPlace,string,n,n,y,authority: place/local; authority: place/tgn,""
anthro_7-0-0,citation,Citation Information,Publication,Publication date,citationPublicationInfoGroupList > citationPublicationInfoGroup,publicationDate,structured date group,n,n,y,"",""
anthro_7-0-0,citation,Citation Information,Publication,Publication edition,citationPublicationInfoGroupList > citationPublicationInfoGroup,edition,string,n,n,y,"",""
anthro_7-0-0,citation,Citation Information,Publication,Publication page(s),citationPublicationInfoGroupList > citationPublicationInfoGroup,pages,string,n,n,y,"",""
anthro_7-0-0,citation,Citation Information,Agent,Agent name,citationAgentInfoGroupList > citationAgentInfoGroup,agent,string,n,n,y,authority: person/local; authority: person/ulan; authority: organization/local,""
anthro_7-0-0,citation,Citation Information,Agent,Agent role,citationAgentInfoGroupList > citationAgentInfoGroup,role,string,n,n,y,vocabulary: agentinfotype,""
anthro_7-0-0,citation,Citation Information,Agent,Agent note,citationAgentInfoGroupList > citationAgentInfoGroup,note,string,n,n,y,"",""
anthro_7-0-0,citation,Citation Information,"",Note,"",citationNote,string,n,n,n/a,"",""
anthro_7-0-0,citation,Citation Information,Resource identifier,Resource identifier,citationResourceIdentGroupList > citationResourceIdentGroup,resourceIdent,string,n,n,y,"",""
anthro_7-0-0,citation,Citation Information,Resource identifier,Resource identifier type,citationResourceIdentGroupList > citationResourceIdentGroup,type,string,n,n,y,vocabulary: resourceidtype,""
anthro_7-0-0,citation,Citation Information,Resource identifier,Resource identifier capture date,citationResourceIdentGroupList > citationResourceIdentGroup,captureDate,structured date group,n,n,y,"",""
anthro_7-0-0,citation,Citation Information,Related term,Related term,citationRelatedTermsGroupList > citationRelatedTermsGroup,relatedTerm,string,n,n,y,authority: concept/associated; authority: concept/activity; authority: concept/material,""
anthro_7-0-0,citation,Citation Information,Related term,Related term type,citationRelatedTermsGroupList > citationRelatedTermsGroup,relationType,string,n,n,y,vocabulary: relationtypetype,""
anthro_7-0-0,chronology,Chronology Information,Term,Term display name,chronologyTermGroupList > chronologyTermGroup,termDisplayName,string,y,n,y,"",""
anthro_7-0-0,chronology,Chronology Information,Term,Term name,chronologyTermGroupList > chronologyTermGroup,termName,string,n,n,y,"",""
anthro_7-0-0,chronology,Chronology Information,Term,Term qualifier,chronologyTermGroupList > chronologyTermGroup,termQualifier,string,n,n,y,"",""
anthro_7-0-0,chronology,Chronology Information,Term,Term status,chronologyTermGroupList > chronologyTermGroup,termStatus,string,n,n,y,vocabulary: chronologytermstatus,""
anthro_7-0-0,chronology,Chronology Information,Term,Term type,chronologyTermGroupList > chronologyTermGroup,termType,string,n,n,y,vocabulary: chronologytermtype,""
anthro_7-0-0,chronology,Chronology Information,Term,Term flag,chronologyTermGroupList > chronologyTermGroup,termFlag,string,n,n,y,vocabulary: chronologytermflag,""
anthro_7-0-0,chronology,Chronology Information,Term,Term historical status,chronologyTermGroupList > chronologyTermGroup,historicalStatus,string,n,n,y,vocabulary: chronologyhistoricalstatus,""
anthro_7-0-0,chronology,Chronology Information,Term,Term language,chronologyTermGroupList > chronologyTermGroup,termLanguage,string,n,n,y,vocabulary: languages,""
anthro_7-0-0,chronology,Chronology Information,Term,Term preferred for lang,chronologyTermGroupList > chronologyTermGroup,termPrefForLang,boolean,n,n,y,"",""
anthro_7-0-0,chronology,Chronology Information,Term > Source,Term source name,chronologyTermGroupList > chronologyTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,""
anthro_7-0-0,chronology,Chronology Information,Term > Source,Term source detail,chronologyTermGroupList > chronologyTermGroup,termSourceDetail,string,n,n,y,"",""
anthro_7-0-0,chronology,Chronology Information,Term > Source,Term source ID,chronologyTermGroupList > chronologyTermGroup,termSourceID,string,n,n,y,"",""
anthro_7-0-0,chronology,Chronology Information,Term > Source,Term source note,chronologyTermGroupList > chronologyTermGroup,termSourceNote,string,n,n,y,"",""
anthro_7-0-0,chronology,Chronology Information,"",Primary date range,"",chronologyDateStructuredDateGroup,structured date group,n,n,n/a,"",""
anthro_7-0-0,chronology,Chronology Information,"",Chronology type,"",chronologyType,string,n,n,n/a,vocabulary: chronologytypes,""
anthro_7-0-0,chronology,Chronology Information,Spatial coverage,"",chronologyPlaces,chronologyPlace,string,n,y,n,authority: place/local; authority: place/tgn,""
anthro_7-0-0,chronology,Chronology Information,"",Chronology description,"",chronologyDescription,string,n,n,n/a,"",""
anthro_7-0-0,chronology,Chronology Information,"",Chronology note,"",chronologyNote,string,n,n,n/a,"",""
anthro_7-0-0,chronology,Chronology Information,Resource identifier,Resource identifier value,identifierGroupList > identifierGroup,identifierValue,string,n,n,y,"",""
anthro_7-0-0,chronology,Chronology Information,Resource identifier,Resource identifier citation,identifierGroupList > identifierGroup,identifierCitation,string,n,n,y,authority: citation/local; authority: citation/worldcat,""
anthro_7-0-0,chronology,Chronology Information,Resource identifier,Resource identifier date,identifierGroupList > identifierGroup,identifierDate,date,n,n,y,"",""
anthro_7-0-0,chronology,Associated Authorities,Person,Person associated,personGroupList > personGroup,person,string,n,n,y,authority: person/local; authority: person/ulan,""
anthro_7-0-0,chronology,Associated Authorities,Person,Person relationship/type,personGroupList > personGroup,personType,string,n,n,y,vocabulary: chronologypersonrelations,""
anthro_7-0-0,chronology,Associated Authorities,Person,Person date,personGroupList > personGroup,personStructuredDateGroup,structured date group,n,n,y,"",""
anthro_7-0-0,chronology,Associated Authorities,Person,Person citation,personGroupList > personGroup > personCitations,personCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,""
anthro_7-0-0,chronology,Associated Authorities,Person,Person note,personGroupList > personGroup,personNote,string,n,n,y,"",""
anthro_7-0-0,chronology,Associated Authorities,People,People associated,peopleGroupList > peopleGroup,people,string,n,n,y,authority: concept/associated,""
anthro_7-0-0,chronology,Associated Authorities,People,People relationship/type,peopleGroupList > peopleGroup,peopleType,string,n,n,y,vocabulary: chronologypeoplerelations,""
anthro_7-0-0,chronology,Associated Authorities,People,People date,peopleGroupList > peopleGroup,peopleStructuredDateGroup,structured date group,n,n,y,"",""
anthro_7-0-0,chronology,Associated Authorities,People,People citation,peopleGroupList > peopleGroup > peopleCitations,peopleCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,""
anthro_7-0-0,chronology,Associated Authorities,People,People note,peopleGroupList > peopleGroup,peopleNote,string,n,n,y,"",""
anthro_7-0-0,chronology,Associated Authorities,Organization,Organization associated,organizationGroupList > organizationGroup,organization,string,n,n,y,authority: organization/local; authority: organization/ulan,""
anthro_7-0-0,chronology,Associated Authorities,Organization,Organization relationship/type,organizationGroupList > organizationGroup,organizationType,string,n,n,y,vocabulary: chronologyorganizationrelations,""
anthro_7-0-0,chronology,Associated Authorities,Organization,Organization date,organizationGroupList > organizationGroup,organizationStructuredDateGroup,structured date group,n,n,y,"",""
anthro_7-0-0,chronology,Associated Authorities,Organization,Organization citation,organizationGroupList > organizationGroup > organizationCitations,organizationCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,""
anthro_7-0-0,chronology,Associated Authorities,Organization,Organization note,organizationGroupList > organizationGroup,organizationNote,string,n,n,y,"",""
anthro_7-0-0,chronology,Associated Authorities,Concept,Concept associated,conceptGroupList > conceptGroup,concept,string,n,n,y,authority: concept/activity; authority: concept/associated; authority: concept/material; authority: concept/nomenclature; authority: concept/occasion,""
anthro_7-0-0,chronology,Associated Authorities,Concept,Concept relationship/type,conceptGroupList > conceptGroup,conceptType,string,n,n,y,vocabulary: chronologyconceptrelations,""
anthro_7-0-0,chronology,Associated Authorities,Concept,Concept date,conceptGroupList > conceptGroup,conceptStructuredDateGroup,structured date group,n,n,y,"",""
anthro_7-0-0,chronology,Associated Authorities,Concept,Concept citation,conceptGroupList > conceptGroup > conceptCitations,conceptCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,""
anthro_7-0-0,chronology,Associated Authorities,Concept,Concept note,conceptGroupList > conceptGroup,conceptNote,string,n,n,y,"",""
anthro_7-0-0,chronology,Associated Authorities,Place,Place associated,placeGroupList > placeGroup,place,string,n,n,y,authority: place/local; authority: place/tgn,""
anthro_7-0-0,chronology,Associated Authorities,Place,multiple msg matches: chronologies_common.placeType,placeGroupList > placeGroup,placeType,string,n,n,y,vocabulary: chronologyplacerelations,""
anthro_7-0-0,chronology,Associated Authorities,Place,Place date,placeGroupList > placeGroup,placeStructuredDateGroup,structured date group,n,n,y,"",""
anthro_7-0-0,chronology,Associated Authorities,Place,Place citation,placeGroupList > placeGroup > placeCitations,placeCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,""
anthro_7-0-0,chronology,Associated Authorities,Place,multiple msg matches: chronologies_common.placeNote,placeGroupList > placeGroup,placeNote,string,n,n,y,"",""
anthro_7-0-0,chronology,Associated Authorities,Related period,Related period associated,relatedPeriodGroupList > relatedPeriodGroup,relatedPeriod,string,n,n,y,authority: chronology/era; authority: chronology/event; authority: chronology/fieldcollection,""
anthro_7-0-0,chronology,Associated Authorities,Related period,Related period relationship/type,relatedPeriodGroupList > relatedPeriodGroup,relatedPeriodType,string,n,n,y,vocabulary: chronologyrelations,""
anthro_7-0-0,chronology,Associated Authorities,Related period,Related period date,relatedPeriodGroupList > relatedPeriodGroup,relatedPeriodStructuredDateGroup,structured date group,n,n,y,"",""
anthro_7-0-0,chronology,Associated Authorities,Related period,Related period citation,relatedPeriodGroupList > relatedPeriodGroup > relatedPeriodCitations,relatedPeriodCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,""
anthro_7-0-0,chronology,Associated Authorities,Related period,Related period note,relatedPeriodGroupList > relatedPeriodGroup,relatedPeriodNote,string,n,n,y,"",""
anthro_7-0-0,chronology,Alternative Date Information,Alternative date,Alternative date range,otherDateGroupList > otherDateGroup,otherDateStructuredDateGroup,structured date group,n,n,y,"",""
anthro_7-0-0,chronology,Alternative Date Information,Alternative date,Alternative date spacial coverage,otherDateGroupList > otherDateGroup > otherDatePlaces,otherDatePlace,string,n,y,as part of larger repeating group,authority: place/local; authority: place/tgn,""
anthro_7-0-0,chronology,Alternative Date Information,Alternative date,Alternative date citation,otherDateGroupList > otherDateGroup > otherDateCitations,otherDateCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,""
anthro_7-0-0,chronology,Alternative Date Information,Alternative date,Alternative date note,otherDateGroupList > otherDateGroup,otherDateNote,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,"",Identification number,"",objectNumber,string,y,n,n/a,"",""
anthro_7-0-0,collectionobject,Object Identification Information,"",Number of objects,"",numberOfObjects,integer,n,n,n/a,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Other number,Other number value,otherNumberList > otherNumber,numberValue,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Other number,Other number type,otherNumberList > otherNumber,numberType,string,n,n,y,option list: numberTypes,"associated uuid, barcode, lender, obsolete, previous, serial, unknown"
anthro_7-0-0,collectionobject,Object Identification Information,"",Responsible department,responsibleDepartments,responsibleDepartment,string,n,y,n,option list: departments,"antiquities, architecture-design, decorative-arts, ethnography, herpetology, media-performance-art, paintings-sculpture, paleobotany, photographs, prints-drawings"
anthro_7-0-0,collectionobject,Object Identification Information,"",Collection,"",collection,string,n,n,n/a,option list: collections,"library-collection, permanent-collection, study-collection, teaching-collection"
anthro_7-0-0,collectionobject,Object Identification Information,"",Named collection,namedCollections,namedCollection,string,n,y,n,authority: work/local,""
anthro_7-0-0,collectionobject,Object Identification Information,"",Description level,"",descriptionLevel,string,n,n,n/a,vocabulary: descriptionlevel,""
anthro_7-0-0,collectionobject,Object Identification Information,"",Record status,"",recordStatus,string,n,n,n/a,option list: recordStatuses,"approved, in-process, new, temporary"
anthro_7-0-0,collectionobject,Object Identification Information,"",Brief description,briefDescriptions,briefDescription,string,n,y,n,"",""
anthro_7-0-0,collectionobject,Object Identification Information,"",Computed current location,"",computedCurrentLocation,string,n,n,n/a,authority: location/local; authority: location/offsite; authority: organization/local,""
anthro_7-0-0,collectionobject,Object Identification Information,"",Ethnographic file code,ethnoFileCodes,ethnoFileCode,string,n,y,n,authority: concept/ethfilecode,""
anthro_7-0-0,collectionobject,Object Identification Information,"",Publish to,publishToList,publishTo,string,n,y,n,vocabulary: publishto,""
anthro_7-0-0,collectionobject,Object Identification Information,"",Inventory status,inventoryStatusList,inventoryStatus,string,n,y,n,vocabulary: inventorystatus,""
anthro_7-0-0,collectionobject,Object Identification Information,Object name,Object name,objectNameList > objectNameGroup,objectName,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Object name,Object name controlled,objectNameList > objectNameGroup,objectNameControlled,string,n,n,y,authority: concept/nomenclature,""
anthro_7-0-0,collectionobject,Object Identification Information,Object name,Object name currency,objectNameList > objectNameGroup,objectNameCurrency,string,n,n,y,option list: nameCurrencies,"current, out of date, unknown"
anthro_7-0-0,collectionobject,Object Identification Information,Object name,Object name level,objectNameList > objectNameGroup,objectNameLevel,string,n,n,y,option list: nameLevels,"group, subgroup"
anthro_7-0-0,collectionobject,Object Identification Information,Object name,Object name system,objectNameList > objectNameGroup,objectNameSystem,string,n,n,y,option list: nameSystems,"AASLH Nomenclature, Bennyhoff Olivella bead typology, Getty Art & Architecture Thesaurus, Gifford worked bone typology, Gifford worked shell typology, Heizer projectile point typology, Justice projectile point typology, Meighan historic glass bead typology, Treganza clay artifact typology, no system"
anthro_7-0-0,collectionobject,Object Identification Information,Object name,Object name type,objectNameList > objectNameGroup,objectNameType,string,n,n,y,option list: nameTypes,"classified, denomination, simple, taxonomic, typological"
anthro_7-0-0,collectionobject,Object Identification Information,Object name,Object name language,objectNameList > objectNameGroup,objectNameLanguage,string,n,n,y,vocabulary: languages,""
anthro_7-0-0,collectionobject,Object Identification Information,Object name,Object name note,objectNameList > objectNameGroup,objectNameNote,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Associated cultural group,Associated cultural group,assocPeopleGroupList > assocPeopleGroup,assocPeople,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Associated cultural group,Associated cultural group type of assoc.,assocPeopleGroupList > assocPeopleGroup,assocPeopleType,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Associated cultural group,Associated cultural group note,assocPeopleGroupList > assocPeopleGroup,assocPeopleNote,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,"",Comment,comments,comment,string,n,y,n,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Annotation,Annotation type,annotationGroupList > annotationGroup,annotationType,string,n,n,y,vocabulary: annotationtype,""
anthro_7-0-0,collectionobject,Object Identification Information,Annotation,Annotation note,annotationGroupList > annotationGroup,annotationNote,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Annotation,Annotation date,annotationGroupList > annotationGroup,annotationDate,date,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Annotation,Annotation author,annotationGroupList > annotationGroup,annotationAuthor,string,n,n,y,authority: person/local,""
anthro_7-0-0,collectionobject,Object Identification Information,Dimensions,Measured part,measuredPartGroupList > measuredPartGroup,measuredPart,string,n,n,y,option list: measuredParts,"base, frame, framed, image-size, mount, paper-size, plate-size, unframed"
anthro_7-0-0,collectionobject,Object Identification Information,Dimensions,Dimension summary,measuredPartGroupList > measuredPartGroup,dimensionSummary,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Dimensions > Measurement,Measurement dimension,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,dimension,string,n,n,y,option list: dimensions,"area, base, circumference, count, depth, diameter, height, intended duration, length, running-time, screen resolution, target, volume, weight, width"
anthro_7-0-0,collectionobject,Object Identification Information,Dimensions > Measurement,Measured by,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measuredBy,string,n,n,y,authority: person/local; authority: organization/local,""
anthro_7-0-0,collectionobject,Object Identification Information,Dimensions > Measurement,Measurement method,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementMethod,string,n,n,y,option list: measurementMethods,"balance_beam_scale, electronic_distance_measurement, goniometer, hydraulic_or_pneumatic_scale, measuring_tape_cloth, measuring_tape_metal, microscopy_reticule, odometer, optical_range_finder, osteometric_board, pacing_pedometer, protractor, ruler, sliding_calipers, spreading_calipers, spring_scale, stadia_transit, standard_mesh_screen, taping_chaining, theodolite_total_station"
anthro_7-0-0,collectionobject,Object Identification Information,Dimensions > Measurement,Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Dimensions > Measurement,Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, dpi, feet, hours, inches, kilograms, liters, meters, millimeters, milliseconds, minutes, ounces, pixels, pounds, ppi, seconds, square-feet, stories, tons"
anthro_7-0-0,collectionobject,Object Identification Information,Dimensions > Measurement,Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Dimensions > Measurement,Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Dimensions,Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Material,Material,materialGroupList > materialGroup,material,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Material,Material controlled,materialGroupList > materialGroup,materialControlled,string,n,n,y,authority: concept/material,""
anthro_7-0-0,collectionobject,Object Identification Information,Material,Material component,materialGroupList > materialGroup,materialComponent,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Material,Material component note,materialGroupList > materialGroup,materialComponentNote,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Material,Material name,materialGroupList > materialGroup,materialName,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Material,Material source,materialGroupList > materialGroup,materialSource,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Title,Title,titleGroupList > titleGroup,title,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Title,Title language,titleGroupList > titleGroup,titleLanguage,string,n,n,y,vocabulary: languages,""
anthro_7-0-0,collectionobject,Object Identification Information,Title,Title type,titleGroupList > titleGroup,titleType,string,n,n,y,option list: titleTypes,"assigned-by-artist, collection, generic, popular, series, trade"
anthro_7-0-0,collectionobject,Object Identification Information,Title > Title translation,Title translation,titleGroupList > titleGroup > titleTranslationSubGroupList > titleTranslationSubGroup,titleTranslation,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Title > Title translation,Title translation language,titleGroupList > titleGroup > titleTranslationSubGroupList > titleTranslationSubGroup,titleTranslationLanguage,string,n,n,y,vocabulary: languages,""
anthro_7-0-0,collectionobject,Object Identification Information,Context of use,Usage,usageGroupList > usageGroup,usage,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Identification Information,Context of use,Usage note,usageGroupList > usageGroup,usageNote,string,n,n,y,"",""
anthro_7-0-0,collectionobject,Object Collection Information,"",Field collection site,fieldCollectionSites,fieldCollectionSite,string,n,y,n,authority: place/archaeological,""
anthro_7-0-0,collectionobject,Object Collection Information,"",Field collection date,"",fieldCollectionDateGroup,structured date group,n,n,n/a,"",""
anthro_7-0-0,collectionobject,Object Collection Information,"",Field collection method,fieldCollectionMethods,fieldCollectionMethod,string,n,y,n,vocabulary: collectionmethod,""
anthro_7-0-0,collectionobject,Object Collection Information,"",Field collection place,"",fieldCollectionPlace,string,n,n,n/a,authority: place/local; authority: place/tgn,""
anthro_7-0-0,collectionobject,Object Collection Information,"",Field collection place (verbatim),"",fieldLocVerbatim,string,n,n,n/a,"",""
anthro_7-0-0,collectionobject,Object Collection Information,"",Field collection source,fieldCollectionSources,fieldCollectionSource,string,n,y,n,authority: person/local,""
anthro_7-0-0,collectionobject,Object Collection Information,"",Field collector,fieldCollectors,fieldCollector,string,n,y,n,authority: person/local; authority: organization/local,""
