profile,record_type,field,record_section,path_to_field,data_type,required,repeats,group_repeats,data_source,option_list_values,record_type_machine_name,field_machine_name
materials_4-0-0,Object,Accession number,Object Identification Information,"",string,y,n,n/a,"","",collectionobject,objectNumber
materials_4-0-0,Object,Number of objects,Object Identification Information,"",integer,n,n,n,"","",collectionobject,objectCount
materials_4-0-0,Object,Other number value,Object Identification Information,Other number,string,n,n,y,"","",collectionobject,numberValue
materials_4-0-0,Object,Other number type,Object Identification Information,Other number,string,n,n,y,option list: numberTypes,"QR code, barcode, callnumber, lender, obsolete, previous, serial, unknown",collectionobject,numberType
materials_4-0-0,Object,Collection,Object Identification Information,"",string,n,n,n/a,option list: collections,"circulating, non_circulating",collectionobject,collection
materials_4-0-0,Object,Named collection,Object Identification Information,"",string,n,y,n,authority: work/local,"",collectionobject,namedCollection
materials_4-0-0,Object,Record status,Object Identification Information,"",string,n,n,n/a,option list: recordStatuses,"approved, in-process, new, temporary",collectionobject,recordStatus
materials_4-0-0,Object,Publish to,Object Identification Information,"",string,n,y,n,vocabulary: publishto,"",collectionobject,publishTo
materials_4-0-0,Object,Inventory status,Object Identification Information,"",string,n,y,n,vocabulary: inventorystatus,"",collectionobject,inventoryStatus
materials_4-0-0,Object,Production description,Object Identification Information,"",string,n,y,n,"","",collectionobject,briefDescription
materials_4-0-0,Object,Material,Object Identification Information,Material,string,n,y,n,authority: material/local; authority: material/shared,"",collectionobject,material
materials_4-0-0,Object,Handling,Object Identification Information,Handling,string,n,n,y,vocabulary: materialhandling,"",collectionobject,handling
materials_4-0-0,Object,Handling note,Object Identification Information,Handling,string,n,n,y,"","",collectionobject,handlingNote
materials_4-0-0,Object,Container,Object Identification Information,Container,string,n,n,y,vocabulary: materialcontainer,"",collectionobject,container
materials_4-0-0,Object,Container note,Object Identification Information,Container,string,n,n,y,"","",collectionobject,containerNote
materials_4-0-0,Object,Condition,Object Identification Information,Condition,string,n,n,y,vocabulary: materialcondition,"",collectionobject,condition
materials_4-0-0,Object,Condition note,Object Identification Information,Condition,string,n,n,y,"","",collectionobject,conditionNote
materials_4-0-0,Object,Computed current location,Object Identification Information,"",string,n,n,n/a,authority: location/local; authority: location/offsite; authority: organization/local; authority: organization/shared,"",collectionobject,computedCurrentLocation
materials_4-0-0,Object,Annotation type,Object Identification Information,Annotation,string,n,n,y,vocabulary: annotationtype,"",collectionobject,annotationType
materials_4-0-0,Object,Annotation date,Object Identification Information,Annotation,date,n,n,y,"","",collectionobject,annotationDate
materials_4-0-0,Object,Annotation author,Object Identification Information,Annotation,string,n,n,y,authority: person/local; authority: person/shared,"",collectionobject,annotationAuthor
materials_4-0-0,Object,Annotation note,Object Identification Information,Annotation,string,n,n,y,"","",collectionobject,annotationNote
materials_4-0-0,Object,Object type,Object Description Information,"",string,n,y,n,option list: objectTypes,"fragment, mock_up, product, prototype, sample",collectionobject,objectStatus
materials_4-0-0,Object,Finish,Object Description Information,Finish,string,n,n,y,vocabulary: materialfinish,"",collectionobject,finish
materials_4-0-0,Object,Finish note,Object Description Information,Finish,string,n,n,y,"","",collectionobject,finishNote
materials_4-0-0,Object,Color,Object Description Information,"",string,n,y,n,"","",collectionobject,color
materials_4-0-0,Object,Generic color,Object Description Information,"",string,n,y,n,vocabulary: materialgenericcolor,"",collectionobject,materialGenericColor
materials_4-0-0,Object,Physical description,Object Description Information,"",string,n,y,n,"","",collectionobject,materialPhysicalDescription
materials_4-0-0,Object,Sample size,Object Description Information,Dimensions,string,n,n,y,"","",collectionobject,dimensionSummary
materials_4-0-0,Object,Measurement dimension,Object Description Information,Dimensions > Measurement,string,n,n,y,option list: dimensions,"area, base, circumference, count, depth, diameter, height, intended duration, length, running-time, screen resolution, target, volume, weight, width",collectionobject,dimension
materials_4-0-0,Object,Measurement value,Object Description Information,Dimensions > Measurement,float,n,n,y,"","",collectionobject,value
materials_4-0-0,Object,Measurement unit,Object Description Information,Dimensions > Measurement,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, dpi, feet, hours, inches, kilograms, liters, meters, millimeters, milliseconds, minutes, ounces, pixels, pounds, ppi, seconds, square-feet, stories, tons",collectionobject,measurementUnit
materials_4-0-0,Concept,Term display name,Concept Information,Term,string,y,n,y,"","",concept,termDisplayName
materials_4-0-0,Concept,Term name,Concept Information,Term,string,n,n,y,"","",concept,termName
materials_4-0-0,Concept,Term qualifier,Concept Information,Term,string,n,n,y,"","",concept,termQualifier
materials_4-0-0,Concept,Term status,Concept Information,Term,string,n,n,y,option list: conceptTermStatuses,"accepted, provisional, rejected, under review",concept,termStatus
materials_4-0-0,Concept,Term type,Concept Information,Term,string,n,n,y,option list: conceptTermTypes,"alternate descriptor, descriptor, used for term",concept,termType
materials_4-0-0,Concept,Term flag,Concept Information,Term,string,n,n,y,vocabulary: concepttermflag,"",concept,termFlag
materials_4-0-0,Concept,Term historical status,Concept Information,Term,string,n,n,y,option list: conceptHistoricalStatuses,"both, current, historical, unknown",concept,historicalStatus
materials_4-0-0,Concept,Term language,Concept Information,Term,string,n,n,y,vocabulary: languages,"",concept,termLanguage
materials_4-0-0,Concept,Term preferred for lang,Concept Information,Term,boolean,n,n,y,"","",concept,termPrefForLang
materials_4-0-0,Concept,Term source name,Concept Information,Term > Source,string,n,n,y,authority: citation/local,"",concept,termSource
materials_4-0-0,Concept,Term source detail,Concept Information,Term > Source,string,n,n,y,"","",concept,termSourceDetail
materials_4-0-0,Concept,Term source ID,Concept Information,Term > Source,string,n,n,y,"","",concept,termSourceID
materials_4-0-0,Concept,Term source note,Concept Information,Term > Source,string,n,n,y,"","",concept,termSourceNote
materials_4-0-0,Concept,Concept type,Concept Information,"",string,n,y,n,vocabulary: concepttype,"",concept,conceptRecordType
materials_4-0-0,Concept,Scope note,Concept Information,Scope note,string,n,n,n/a,"","",concept,scopeNote
materials_4-0-0,Concept,Scope note source,Concept Information,Scope note,string,n,n,n/a,"","",concept,scopeNoteSource
materials_4-0-0,Concept,Scope note source detail,Concept Information,Scope note,string,n,n,n/a,"","",concept,scopeNoteSourceDetail
materials_4-0-0,Concept,Citation source,Concept Information,Citation,string,n,n,y,"","",concept,citationSource
materials_4-0-0,Concept,Citation source detail,Concept Information,Citation,string,n,n,y,"","",concept,citationSourceDetail
materials_4-0-0,Concept,Additional source,Concept Information,Additional source,string,n,n,y,"","",concept,additionalSource
materials_4-0-0,Concept,Additional source detail,Concept Information,Additional source,string,n,n,y,"","",concept,additionalSourceDetail
materials_4-0-0,Concept,Additional source ID,Concept Information,Additional source,string,n,n,y,"","",concept,additionalSourceID
materials_4-0-0,Concept,Additional source note,Concept Information,Additional source,string,n,n,y,"","",concept,additionalSourceNote
materials_4-0-0,Conservation,Reference number,Conservation Treatment Information,"",string,y,n,n/a,"","",conservation,conservationNumber
materials_4-0-0,Conservation,Procedural status,Conservation Treatment Information,Procedural status,string,n,n,y,vocabulary: conservationstatus,"",conservation,status
materials_4-0-0,Conservation,Procedural status date,Conservation Treatment Information,Procedural status,date,n,n,y,"","",conservation,statusDate
materials_4-0-0,Conservation,Treatment purpose,Conservation Treatment Information,"",string,n,n,n/a,vocabulary: treatmentpurpose,"",conservation,treatmentPurpose
materials_4-0-0,Conservation,Conservator,Conservation Treatment Information,"",string,n,y,n,authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared,"",conservation,conservator
materials_4-0-0,Conservation,Other treatment party name,Conservation Treatment Information,Other treatment party,string,n,n,y,authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared,"",conservation,otherParty
materials_4-0-0,Conservation,Other treatment party role,Conservation Treatment Information,Other treatment party,string,n,n,y,vocabulary: otherpartyrole,"",conservation,otherPartyRole
materials_4-0-0,Conservation,Other treatment party note,Conservation Treatment Information,Other treatment party,string,n,n,y,"","",conservation,otherPartyNote
materials_4-0-0,Conservation,Examination staff,Conservation Treatment Information,Examination,string,n,n,y,authority: person/local; authority: person/shared,"",conservation,examinationStaff
materials_4-0-0,Conservation,Examination phase of treatment,Conservation Treatment Information,Examination,string,n,n,y,vocabulary: examinationphase,"",conservation,examinationPhase
materials_4-0-0,Conservation,Examination date,Conservation Treatment Information,Examination,date,n,n,y,"","",conservation,examinationDate
materials_4-0-0,Conservation,Examination note,Conservation Treatment Information,Examination,string,n,n,y,"","",conservation,examinationNote
materials_4-0-0,Conservation,Fabrication note,Conservation Treatment Information,"",string,n,n,n/a,"","",conservation,fabricationNote
materials_4-0-0,Conservation,Proposed treatment,Conservation Treatment Information,"",string,n,n,n/a,"","",conservation,proposedTreatment
materials_4-0-0,Conservation,Approved by,Conservation Treatment Information,"",string,n,n,n/a,authority: person/local; authority: person/shared,"",conservation,approvedBy
materials_4-0-0,Conservation,Approval date,Conservation Treatment Information,"",date,n,n,n/a,"","",conservation,approvedDate
materials_4-0-0,Conservation,Treatment start date,Conservation Treatment Information,"",date,n,n,n/a,"","",conservation,treatmentStartDate
materials_4-0-0,Conservation,Treatment end date,Conservation Treatment Information,"",date,n,n,n/a,"","",conservation,treatmentEndDate
materials_4-0-0,Conservation,Treatment summary,Conservation Treatment Information,"",string,n,n,n/a,"","",conservation,treatmentSummary
materials_4-0-0,Conservation,Proposed analysis,Object Analysis Information,"",string,n,n,n/a,"","",conservation,proposedAnalysis
materials_4-0-0,Conservation,Analysis researcher,Object Analysis Information,"",string,n,n,n/a,authority: person/local; authority: person/shared,"",conservation,researcher
materials_4-0-0,Conservation,Analysis proposal date,Object Analysis Information,"",date,n,n,n/a,"","",conservation,proposedAnalysisDate
materials_4-0-0,Conservation,Destructive analysis approval date,Object Analysis Information,Destructive analysis,date,n,n,y,"","",conservation,destAnalysisApprovedDate
materials_4-0-0,Conservation,Destructive analysis approval note,Object Analysis Information,Destructive analysis,string,n,n,y,"","",conservation,destAnalysisApprovalNote
materials_4-0-0,Conservation,Destructive analysis sample taken by,Object Analysis Information,Destructive analysis,string,n,n,y,authority: person/local; authority: person/shared,"",conservation,sampleBy
materials_4-0-0,Conservation,Destructive analysis sample date,Object Analysis Information,Destructive analysis,date,n,n,y,"","",conservation,sampleDate
materials_4-0-0,Conservation,Destructive analysis sample description,Object Analysis Information,Destructive analysis,string,n,n,y,"","",conservation,sampleDescription
materials_4-0-0,Conservation,Destructive analysis sample returned,Object Analysis Information,Destructive analysis,boolean,n,n,y,"","",conservation,sampleReturned
materials_4-0-0,Conservation,Destructive analysis sample returned location,Object Analysis Information,Destructive analysis,string,n,n,y,"","",conservation,sampleReturnedLocation
materials_4-0-0,Conservation,Analytical methodology,Object Analysis Information,"",string,n,n,n/a,"","",conservation,analysisMethod
materials_4-0-0,Conservation,Analytical result,Object Analysis Information,"",string,n,n,n/a,"","",conservation,analysisResults
materials_4-0-0,Group,Title,Group Information,"",string,y,n,n/a,"","",group,title
materials_4-0-0,Group,Responsible department,Group Information,"",string,n,n,n/a,option list: departments,"antiquities, architecture-design, decorative-arts, ethnography, herpetology, media-performance-art, paintings-sculpture, paleobotany, photographs, prints-drawings",group,responsibleDepartment
materials_4-0-0,Group,Group owner,Group Information,"",string,n,n,n/a,authority: person/local,"",group,owner
materials_4-0-0,Group,Earliest/single date,Group Information,"",date,n,n,n/a,"","",group,groupEarliestSingleDate
materials_4-0-0,Group,Latest date,Group Information,"",date,n,n,n/a,"","",group,groupLatestDate
materials_4-0-0,Group,Scope note,Group Information,"",string,n,n,n/a,"","",group,scopeNote
materials_4-0-0,Insurance/Indemnity,Reference number,Insurance and Indemnity Information,"",string,y,n,n/a,"","",insurance,insuranceIndemnityReferenceNumber
materials_4-0-0,Insurance/Indemnity,Type,Insurance and Indemnity Information,"",string,n,n,n/a,vocabulary: insurancetype,"",insurance,insuranceIndemnityType
materials_4-0-0,Insurance/Indemnity,Insurer/indemnifier,Insurance and Indemnity Information,"",string,n,n,n/a,authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared,"",insurance,insurerIndemnifier
materials_4-0-0,Insurance/Indemnity,Policy number,Insurance and Indemnity Information,"",string,n,n,n/a,"","",insurance,insuranceIndemnityPolicyNumber
materials_4-0-0,Insurance/Indemnity,Insurance/indemnity price currency,Insurance and Indemnity Information,Insurance/indemnity price,string,n,n,n/a,vocabulary: currency,"",insurance,insuranceIndemnityCurrency
materials_4-0-0,Insurance/Indemnity,Insurance/indemnity price value,Insurance and Indemnity Information,Insurance/indemnity price,float,n,n,n/a,"","",insurance,insuranceIndemnityValue
materials_4-0-0,Insurance/Indemnity,Minimum liability price currency,Insurance and Indemnity Information,Minimum liability price,string,n,n,n/a,vocabulary: currency,"",insurance,minimumLiabilityCurrency
materials_4-0-0,Insurance/Indemnity,Minimum liability price value,Insurance and Indemnity Information,Minimum liability price,float,n,n,n/a,"","",insurance,minimumLiabilityValue
materials_4-0-0,Insurance/Indemnity,Authorizer,Insurance and Indemnity Information,Authorization,string,n,n,n/a,authority: person/local; authority: person/shared,"",insurance,insuranceIndemnityAuthorizer
materials_4-0-0,Insurance/Indemnity,Authorization date,Insurance and Indemnity Information,Authorization,date,n,n,n/a,"","",insurance,insuranceIndemnityAuthorizationDate
materials_4-0-0,Insurance/Indemnity,Status type,Insurance and Indemnity Information,Status,string,n,n,y,vocabulary: insurancestatus,"",insurance,insuranceIndemnityStatus
materials_4-0-0,Insurance/Indemnity,Status date,Insurance and Indemnity Information,Status,date,n,n,y,"","",insurance,insuranceIndemnityStatusDate
materials_4-0-0,Insurance/Indemnity,Status note,Insurance and Indemnity Information,Status,string,n,n,y,"","",insurance,insuranceIndemnityStatusNote
materials_4-0-0,Insurance/Indemnity,Note,Insurance and Indemnity Information,"",string,n,n,n/a,"","",insurance,insuranceIndemnityNote
materials_4-0-0,Insurance/Indemnity,Quote provider,Insurance and Indemnity Information,Quote,string,n,n,y,authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared,"",insurance,insuranceIndemnityQuoteProvider
materials_4-0-0,Insurance/Indemnity,Quote currency,Insurance and Indemnity Information,Quote,string,n,n,y,vocabulary: currency,"",insurance,insuranceIndemnityQuoteCurrency
materials_4-0-0,Insurance/Indemnity,Quote value,Insurance and Indemnity Information,Quote,float,n,n,y,"","",insurance,insuranceIndemnityQuoteValue
materials_4-0-0,Insurance/Indemnity,Quote date,Insurance and Indemnity Information,Quote,date,n,n,y,"","",insurance,insuranceIndemnityQuoteDate
materials_4-0-0,Loan Out,Loan out number,Loan Out Information,"",string,y,n,n/a,"","",loanout,loanOutNumber
materials_4-0-0,Loan Out,Lender authorizer,Loan Out Information,"",string,n,n,n/a,authority: person/local; authority: person/shared,"",loanout,lendersAuthorizer
materials_4-0-0,Loan Out,Conditions of loan,Loan Out Information,"",string,n,n,n/a,"","",loanout,specialConditionsOfLoan
materials_4-0-0,Loan Out,Loan purpose,Loan Out Information,"",string,n,n,n/a,option list: loanPurposes,"analysis, conservationotherrequestedservices, exhibition, longtermcollectionsmanagementandstorage, photography, research, scientificorexhibitpreparation",loanout,loanPurpose
materials_4-0-0,Loan Out,Borrower,Loan Out Information,"",string,n,n,n/a,authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared,"",loanout,borrower
materials_4-0-0,Loan Out,Note,Loan Out Information,"",string,n,n,n/a,"","",loanout,loanOutNote
materials_4-0-0,Loan Out,Loan status group,Loan Out Information,Loan status,string,n,n,y,vocabulary: deaccessionapprovalgroup,"",loanout,loanGroup
materials_4-0-0,Loan Out,Loan status individual,Loan Out Information,Loan status,string,n,n,y,authority: person/local; authority: person/shared,"",loanout,loanIndividual
materials_4-0-0,Loan Out,Loan status,Loan Out Information,Loan status,string,n,n,y,vocabulary: loanoutstatus,"",loanout,loanStatus
materials_4-0-0,Loan Out,Loan status date,Loan Out Information,Loan status,date,n,n,y,"","",loanout,loanStatusDate
materials_4-0-0,Loan Out,Loan status note,Loan Out Information,Loan status,string,n,n,y,"","",loanout,loanStatusNote
materials_4-0-0,Loan Out,Loan out date,Loan Out Information,"",date,n,n,n/a,"","",loanout,loanOutDate
materials_4-0-0,Loan Out,Loan return date,Loan Out Information,"",date,n,n,n/a,"","",loanout,loanReturnDate
materials_4-0-0,Loan Out,Loan renewal application date,Loan Out Information,"",date,n,n,n/a,"","",loanout,loanRenewalApplicationDate
materials_4-0-0,Loan Out,Credit line,Loan Out Information,"",string,n,n,n/a,"","",loanout,creditLine
materials_4-0-0,Storage Location,Term display name,Storage Location Information,Term,string,y,n,y,"","",location,termDisplayName
materials_4-0-0,Storage Location,Term name,Storage Location Information,Term,string,n,n,y,"","",location,termName
materials_4-0-0,Storage Location,Term qualifier,Storage Location Information,Term,string,n,n,y,"","",location,termQualifier
materials_4-0-0,Storage Location,Term status,Storage Location Information,Term,string,n,n,y,option list: locationTermStatuses,"accepted, provisional, rejected, under review",location,termStatus
materials_4-0-0,Storage Location,Term type,Storage Location Information,Term,string,n,n,y,option list: locationTermTypes,"alternate descriptor, descriptor, used for term",location,termType
materials_4-0-0,Storage Location,Term flag,Storage Location Information,Term,string,n,n,y,vocabulary: locationtermflag,"",location,termFlag
materials_4-0-0,Storage Location,Term language,Storage Location Information,Term,string,n,n,y,vocabulary: languages,"",location,termLanguage
materials_4-0-0,Storage Location,Term preferred for lang,Storage Location Information,Term,boolean,n,n,y,"","",location,termPrefForLang
materials_4-0-0,Storage Location,Term source name,Storage Location Information,Term > Source,string,n,n,y,authority: citation/local,"",location,termSource
materials_4-0-0,Storage Location,Term source detail,Storage Location Information,Term > Source,string,n,n,y,"","",location,termSourceDetail
materials_4-0-0,Storage Location,Term source ID,Storage Location Information,Term > Source,string,n,n,y,"","",location,termSourceID
materials_4-0-0,Storage Location,Term source note,Storage Location Information,Term > Source,string,n,n,y,"","",location,termSourceNote
materials_4-0-0,Storage Location,Storage location type,Storage Location Information,"",string,n,n,n/a,vocabulary: locationtype,"",location,locationType
materials_4-0-0,Storage Location,Access note,Storage Location Information,"",string,n,n,n/a,"","",location,accessNote
materials_4-0-0,Media Handling,Identification number,Media Handling Information,"",string,y,n,n/a,"","",media,identificationNumber
materials_4-0-0,Media Handling,Title,Media Handling Information,"",string,n,n,n/a,"","",media,title
materials_4-0-0,Media Handling,Publish to,Media Handling Information,"",string,n,y,n,vocabulary: publishto,"",media,publishTo
materials_4-0-0,Media Handling,External URL,Media Handling Information,"",string,n,n,n/a,"","",media,externalUrl
materials_4-0-0,Media Handling,Checksum value,Media Handling Information,Checksum,string,n,n,y,"","",media,checksumValue
materials_4-0-0,Media Handling,Checksum type,Media Handling Information,Checksum,string,n,n,y,vocabulary: checksumtypes,"",media,checksumType
materials_4-0-0,Media Handling,Checksum date,Media Handling Information,Checksum,date,n,n,y,"","",media,checksumDate
materials_4-0-0,Media Handling,Contributor,Media Handling Information,"",string,n,n,n/a,authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared,"",media,contributor
materials_4-0-0,Media Handling,Creator,Media Handling Information,"",string,n,n,n/a,authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared,"",media,creator
materials_4-0-0,Media Handling,Relation,Media Handling Information,"",string,n,y,n,"","",media,relation
materials_4-0-0,Media Handling,Type,Media Handling Information,"",string,n,y,n,option list: mediaTypes,"dataset, document, moving_image, sound, still_image",media,type
materials_4-0-0,Media Handling,Coverage,Media Handling Information,"",string,n,n,n/a,authority: material/local; authority: material/shared; authority: place/local,"",media,coverage
materials_4-0-0,Media Handling,Date,Media Handling Information,"",structured date group,n,y,n,"","",media,dateGroup
materials_4-0-0,Media Handling,Source,Media Handling Information,"",string,n,n,n/a,"","",media,source
materials_4-0-0,Media Handling,Subject,Media Handling Information,"",string,n,y,n,"","",media,subject
materials_4-0-0,Media Handling,Copyright statement,Media Handling Information,"",string,n,n,n/a,"","",media,copyrightStatement
materials_4-0-0,Media Handling,Rights holder,Media Handling Information,"",string,n,n,n/a,authority: person/local; authority: person/shared; authority: organization/local; authority: organization/shared,"",media,rightsHolder
materials_4-0-0,Media Handling,Description,Media Handling Information,"",string,n,n,n/a,"","",media,description
materials_4-0-0,Media Handling,Alt text,Media Handling Information,"",string,n,n,n/a,"","",media,altText
materials_4-0-0,Media Handling,"","","",string,n,n,n/a,"","",media,mediaFileURI
materials_4-0-0,Location/Movement/Inventory,Reference number,Object Location Information,"",string,n,n,n/a,"","",movement,movementReferenceNumber
materials_4-0-0,Location/Movement/Inventory,Current location,Object Location Information,"",string,y,n,n/a,authority: location/local; authority: location/offsite; authority: organization/local; authority: organization/shared,"",movement,currentLocation
materials_4-0-0,Location/Movement/Inventory,Normal location,Object Location Information,"",string,n,n,n/a,authority: location/local; authority: location/offsite; authority: organization/local; authority: organization/shared,"",movement,normalLocation
materials_4-0-0,Location/Movement/Inventory,Location date,Object Location Information,"",date,n,n,n/a,"","",movement,locationDate
materials_4-0-0,Location/Movement/Inventory,Reason for move,Movement Information,"",string,n,n,n/a,option list: moveReasons,"collections-facility-move, conservation, exhibition, inventory, loan, newstoragelocation, photography, research",movement,reasonForMove
materials_4-0-0,Location/Movement/Inventory,Planned removal date,Movement Information,"",date,n,n,n/a,"","",movement,plannedRemovalDate
materials_4-0-0,Location/Movement/Inventory,Removal date,Movement Information,"",date,n,n,n/a,"","",movement,removalDate
materials_4-0-0,Location/Movement/Inventory,Movement contact,Movement Information,"",string,n,n,n/a,authority: person/local; authority: person/shared,"",movement,movementContact
